ID	P1Q1	P1Q2	P1Q3	P1Q4	P1Q5	P1Q6	P1Q7	P1Q8	P1Q9	P2Q1	P2Q2	P2Q3	P2Q4	P2Q5	P2Q6	P2Q7	P2Q8	P2Q9	P2Q10	P3Q1	P3Q2	P3Q3	P3Q4	P3Q5	P3Q6	P3Q7	P3Q8	P3Q9	P3Q10	P4Q1	P4Q2	P4Q3	P4Q4	P4Q5	P4Q6	P4Q7	P4Q8	P4Q9	P4Q10
117	"5
3"	D	A	b 56	"h
l
o"	"B, C"	E	"A, B, D"	"A, B, C, E, F"	1	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"34, 24, 54, 21, 26, 28"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	8	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4		25	4	6	A	B	"C, E"
118	"5
3
"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o
"	B	E	"B, C, D"	"A, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, F, B, G, A, L"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	5	B	G	"C, E"
119	"5
3"	E	"A, B, C"	b myprogram.cpp:56	hlo	B	E	"B, D"	"A, B, C, F"	42	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT
"	B	4	4	10	4	5	B	C	"A, B, C, E"
120	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:57	"h
l 
o"	"A, B"	E	"B, C, D"	"A, B, C, E, F"	43	50	2	"A, C, D"	"B, D, E"	"E, C, G, B, F, L, A"	C	A	2	B	"C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"C, D"	4	"mad
mid
midterm 
mind 
mint"	"B, D"	4	4	10	4		B	G	"D, E"
121	"5
3"	D	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D, E"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	4	B	C	"C, E"
122	"5
3"	D	"A, B, C"	break myprogram.cpp:57	"h
l
o"	"B, C"	E		"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	"A, D"	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"B, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	9	4	4	B	E	"A, C, E"
123	"5
3
"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o
"	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	"C, E"
124		E	"A, B, C"	break 56	hlo		E	"C, D"	"B, E, F"		50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, B, C"			"A, B, C, D"	5	"MAD
MID
MIDTERM
MIND
MINT"	E	4	4	9	4	4	B	B	"C, E"
125	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	B	3	B	"A, C"	4	"13, 12, 18, 5, 15, 26"	2	4	A	"34, 24, 54, 21, 28, 26"	"28, 26, 34, 21, 30, 54"	"B, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	"A, B, D"	4	4	9	5	5	B	C	F
126	"5
3
"	E	"A, B, C"	break 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C"	3	"13, 12, 15, 5, 26, 18"	2	1	"A, C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	4	"mad
mid
midterm
mind
mint"	"B, D"	4	4	9	4	9	B	C	"B, C"
127	"5
3"	D	"A, B, C"	(gdb) break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"B, D, E"	43	8	2	"B, C, D"	"A, C"	"E, C, F, B, G, A, L"	C	B	5	D	E	2	"13, 12, 18, 5, 26, 15"	0	2	"B, D"	"34, 26, 54, 24, 28, 21"	"34, 21, 26, 54, 28, 30"	"A, C, D"	8	"MAD
MID
MIDTERM
MIND
MINT"	B	0	3	2	5	3	B	B	"A, C, D"
128	"5
3"	"D, E"	"A, C"	b 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, F"	44	49	2	"A, C, D"	D	"E, C, L, B, F, A, G"	C	B	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, B, C"	"26, 21, 34, 24, 28, 54"		"A, B, C, D, E"	8	"MAD
MID
MIDTERM
MIND
MINT"	"A, B, D"	4	4	4	5	4	G	C	
129	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, C, F"	45	99	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	5	10	4	5	B	C	"A, C, E"
130	"5
3"	D	"A, B, C"	break myprogram:56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	43	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	E	4	4	8	4	4	B	C	"C, E"
131	"5
3"	"D, E"	"A, C"	break 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	43	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	0	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"34, 28, 54, 26, 21, 30"	"A, B, C, D"	4	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	10	4	9	D	C	"C, E"
132	"5
3"	C	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	0	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	3	3				"A, C, E"	7	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	10	4	5	B	B	"C, E"
133			"A, B, C"		hello!	"B, D"	D	B	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	B	2	E	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	B	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	F	6	"mad
mid
midterm
mind
mint"	B	4	4						
134	"5
5"	D	A	break myprogram.cpp:56	"h
l
o"	D	D	"B, C, D"	"A, B, D, F"	44	50	2	"A, B, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	1	1						"MAD 
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	9	4	5	B	E	C
135	"5 
5"	C	"A, B, C"	break 56	"h 
l
o"	"B, C"	E	"A, B, D"	"A, B, C, F"	44	7	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	1	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint"	B	4	4	8	4	3	B	C	C
136	"5, 3 (assuming that namespace was declared as standard and iostream was included further up in the file)"	D	"A, B, C"	break myprogram.cpp:56	hlo (assuming that vector was included and namespace was declared as standard further up in the file)	"A, B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	3	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	6	B	C	"A, C"
137	"5
3"	D	"A, B, C"	b 56	"h
l
o"	"B, D"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	A	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	5	B	C	"C, E"
138	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"		"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	8	B	C	"A, C, E"
139	"2
5"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o"	B	E	"B, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, B, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"M
Ma
Mi
Min
Mit
Mite
Miter
"	"B, D"	3	3	9	9	9	C	C	"A, C"
140	"5
3"	D	"A, C"	b 56	hlo	D	E	"B, D"	"A, D"	44	51	2	"A, B, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	3	3	"A, C"	"26, 54, 21, 34, 24, 28"	"21, 26, 30, 28, 34, 54"	"A, C"	8	"mad
mid
midterm
mind
mint"	"B, D"	4	5	10	4	4	B	E	"C, E"
141	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	"B, C"	D	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"21, 24, 26, 28, 34, 54"				"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	4	B	E	"C, E"
142	"5
3"	D	"A, B, C"	break 56	"h
l
o"	"C, D"	E	"B, C, D"	"A, B"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 24, 34, 21, 28, 54"	"30, 28, 34, 21, 26, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	5	5	10	4	8	B	C	"A, B, C, E"
143	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"A, B, C"	E	"A, B, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	E								
144	"5
3"	D	"A, B, C"	b myprogram.cpp: 57	"h
l
o"	"B, C"	E	"A, C, D"	"A, B, C, E, F"	44	6	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"34, 26, 54, 21, 28, 24"	"28, 26, 34, 21, 30, 54"	A	5	"mad
mid
midterm
mind
mint"	"B, D"					4			"A, B, C"
145	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	E	E	"B, C, D"	"B, C, E, F"			2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"30, 26, 34, 21, 28, 54"	"A, B, C, D"	8	"MAD
MID
MIDTERM
MINT
MIND"	B	4	4	9	5	6	B	G	C
146	"5
3"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"AD
MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	12	4	4			
147	"5
3"	E	"A, B, C"	break myprogram.cpp:56	"h
l
o"	E	E	"A, D"	"A, B, C, F"	1	50	2	"A, C, D"	D	"E, C, F, B, L, A, G"	C	A	2	B	"A, C, D"	4	"13, 12, 18, 5, 15, 26"	2	1	"A, B"				7	"MAD
MID
MIDTERM
MIND
MINT
"	B	4	4	10	4	4	B	C	"C, E"
148	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	C	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	8	4	8	B	C	"C, E"
149	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	E	"B, C, D"	"B, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	B	2	B	"A, C, D"	4	"13, 12, 26, 5, 15, 18"	2	1	"A, C"	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	9	4	7	A	C	C
150	"5
3"	E	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"A, B, D"	"A, B, C, E, F"	3	7	2		"B, C, D"	"E, C, G, B, F, L, A"		A	3	C	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT
"	B	4	4	9	3	4	B	C	"C, E"
151	"5
3


"	"D, E"	"A, B, C"	break 56	"h
l
o

"	B	E	"B, C, D"	"A, B, C, D, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	3	4	B	G	"C, E"
152	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	6	B	C	"A, B, C"
153	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	E	"A, B, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT
"	"B, D"	4	4	25	4	5	B	C	C
154	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l 
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	3	"A, C, D"	D	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, B, C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	B	5	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	"C, E"
155	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp 56	"h
l
o
"	"B, C"	E	"A, B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	"A, B, E"
156	"5
3
"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o
"	"B, C"	E	"B, C, D"	"A, B, C"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint"	B	4	4	9	4	24	B	B	"C, D, E"
157	"5
3"	"A, C, D, E"	"A, B, C"	break 56	"h
l
!"	E	E	"A, B, D"	"A, B, C, F"	44	6	2	"A, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	"A, B, D"	4	4	10	4	5	B	C	"A, B, C, E"
158	"5
3"	E	"A, B, C"	b 56	"h
l
o"	"A, B, D"	E			44		2		D	"E, C, G, B, F, L, A"		C	2	B	"A, C"	3	"12, 5, 15, 13, 26, 18"	3						6	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	5	B	C	"C, E"
159	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"C, D"	"A, B, C, F"	44	50	2	"A, C, D"	D	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"mad
mid
midterm
mind
mint"	"B, D"	4	3	12	4	3	C	C	"B, C, E"
160	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint
"	"A, B, D"	8	4	24	4	8	B	C	"A, C, D, E"
161	"2
5"	"D, E"	A	b 56 myprogram.cpp	"h
l
o"	"B, C"	D	"A, B, D"	"A, B, D, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	3	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"			"mad
mid
midterm
mind
mint"	B	4	4	10	4	9	B	C	"C, E"
162	"5
5"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
e
o"	"B, C"	D	D	"A, B, C, E, F"	43	99	2	"A, C, D"	"D, E"	"E, C, G, B, F, L, A"	C	A	3	A	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	3	2	A	"34, 26, 54, 21, 28, 24"	"34, 30, 54, 26, 21, 28"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	25	4	5	B	E	"A, B, C, E"
163	"5
3"	E	"A, B, C"	b 57	"h
l
o"	B	E	"B, C, D"	"B, C, F"	44	50	2	"A, B, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, B, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	6	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	20	4	3	B	C	"C, D, E"
164	"5
3"	"B, D, E"	"A, B, C"	b 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	93	49	2	"A, C, D"		"E, C, G, B, F, L, A"	C	A	0	B	"A, C, D"	3	"13, 12, 15, 5, 18, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"34, 26, 54, 21, 28, 30"	F	7	"MAD
MID
MIDTERM
MIND
MINT
"	E	4	4	24	4	8	B	C	"C, E"
165	"5
3"	"A, D"	"A, B, C"	b 56	"h
l
o"	"A, C"	E	"C, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	"A, B"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 30, 21, 54"	"A, B, C, D"	4	"Mad
Mid
Midterm
Mind
Mint

"	"B, D"	6	5	30	4	4	B	C	"A, C, D, E"
166	"5
3"	"D, E"	C	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"		"21, 26, 28, 30, 34, 54"	"A, B, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	5	B	C	"C, E"
167	"5
3"	E	"A, B, C"	b 56	"h
l
o"	"A, B"	E	"B, C, D"	"A, B, C, F"	44	51	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	D	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"mad
mid
midterm
mind
mint"	"B, D"	4	4	9	3		C	B	
168	"5
3"	D	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"A, B, C, D"	"A, B, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	3	C	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	C	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	8	"mad
mid
midterm
mind
mint"	B	4	4	9	3	5	B	F	C
169	"5
3"	D	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	4	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"mad
mid
midterm
mind
mint"	"B, D"	5	5	5	4	3			
170	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:57	hlo	"B, C"	E	"C, D"	"A, C, F"	44	49	2	"A, C, D"	B	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	7	8	8	B	B	"C, E"
171	"5
3
"	"D, E"	"A, B, C"	b 56	"h
l
o
"	B	E	"A, B, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	5	B	C	"C, E"
172	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	"A, B, C, D"	E	"A, B, C, D"	"A, B, C, D, F"	44	50	2	"A, B, C, D"	"B, C, D, E"	"E, C, L, B, F, A, G"	B	A	2	A	"A, C, D"	1	"13, 12, 18, 5, 15, 26"	2	1	"A, B, C"	"21, 24, 26, 28, 34, 54"	"21, 26, 28, 30, 34, 54"	"C, D"	9	"mad
mid
midterm
mind
mint
"	B	4	4	9	4	5	B	B	E
173	"4
3"	"D, E"	A	b myprogram.cpp:56	"h
l
o"	D	E	"B, C, D"	"A, B, C, E, F"	1	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	D	"C, D"	3	"13, 12, 18, 5, 15, 26"	3	1	"A, C"	"26, 21, 34, 24, 28, 54"	"30, 26, 34, 21, 28, 54"	F	4	"mad
mid
midterm
mind
mint"	B	4	4	5	4	2	B	C	"C, E"
174	"5
3"	"D, E"	"A, B, C"	b 56	hlo	E	E	A	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	A	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	F	7	"MAD
MID
MIDTERM
MINT
MIND"	B	4	4	10	4	6	B	C	"C, D, E"
175	"5
3
"	E	"A, B, C"	b 56	"h
l
o
"	"B, C"	E	"B, C, D"	"B, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 26, 5, 15, 18"	2	1	"C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	5	B	D	"C, E"
